Title,Channel,Publish Date,Video URL,View Count
ROUGH DAY IN CAPPADOCIA | Turkey Travel Vlog,Kara and Nate,2018-09-16T11:30:01Z,https://www.youtube.com/watch?v=L9v7unAzRDQ,231224
Top Seven Places In Asansol,Huzaifa Alam,2018-09-15T12:59:17Z,https://www.youtube.com/watch?v=EP50IvPhb74,7941
I&#39;m not doing travel vlogs anymore.,Lost LeBlanc,2018-09-14T16:55:55Z,https://www.youtube.com/watch?v=BHc2g1pywxQ,404192
Tamron 28-75mm f/2.8 for Sony FE User Experience Review - Cuba Travel VLOG - Sony a7III a7RIII a7SII,Jason Vong,2018-09-12T03:00:02Z,https://www.youtube.com/watch?v=Dof3QYDWSYg,418449
Traveling the World for 2 Years! Chris Rogers,Chris Rogers,2018-09-11T17:25:14Z,https://www.youtube.com/watch?v=CC0ywOEAsIE,2131011
HUGE TURKISH FOOD TOUR IN ISTANBUL | Foodie Heaven!,Kara and Nate,2018-09-10T11:30:02Z,https://www.youtube.com/watch?v=oQGkzsTGMPg,1227836
Biyahe ni Drew: Flavors of Ilocos Norte (full episode),GMA Public Affairs,2018-09-10T08:11:27Z,https://www.youtube.com/watch?v=J5O8PmkskXA,3809356
Matale | Sembuwatta Lake | Sri Lanka | Travel VLOG#8,Travel With Wife,2018-09-10T00:10:41Z,https://www.youtube.com/watch?v=g-kyYnrdi9c,210928
"Roma - Coliseu, Fórum Romano e Trastevere - Vlog de viagem na Italia",Emilim Schmitz,2018-09-08T12:00:15Z,https://www.youtube.com/watch?v=y_X-LDxzjjM,317317
"KAZAN, Russia | Tour at Bauman Street &amp; Tatar food (travel vlog | каза́нь)",Renata Pereira,2018-09-02T17:46:03Z,https://www.youtube.com/watch?v=NsoowW3WPXM,220950
"TASTING CROATIAN FOOD, BEER &amp; COFFEE | Strukli in Zagreb | Croatia Travel Vlog",Dane and Stacey,2018-09-02T14:30:00Z,https://www.youtube.com/watch?v=ZKqTFJOUg6k,131869
ISTANBUL TRAVEL VLOG | Blue Mosque &amp; Grand Bazaar,Kara and Nate,2018-08-31T20:30:07Z,https://www.youtube.com/watch?v=VgoHMrFjQN0,651346
CRAZY FUN Tubing in Tunnels in Hawaii |  Adventure Travel with Kids,The River and Wilder Show,2018-08-30T18:54:26Z,https://www.youtube.com/watch?v=ndxptdpA5E4,2655383
Thailand - Land of incredible stories | Cinematic Travel,Benn TK,2018-08-30T06:56:45Z,https://www.youtube.com/watch?v=A30IuIjQYYg,2080138
Milwaukee Wisconsin Travel VLOG | We’re the Russos Camper Van Life S1:E60,We're the Russos,2018-08-29T18:00:06Z,https://www.youtube.com/watch?v=buq3FS6gjM8,85664
"Kazan, Russia | tour at the Kremlin (travel vlog | каза́нь)",Renata Pereira,2018-08-26T17:30:04Z,https://www.youtube.com/watch?v=F29xwiqYxMA,93546
Ana&#39;s Morning Routine - Mom vs Blogger | #Vlog #Travel #ShrutiArjunAnand,Shruti Arjun Anand,2018-08-24T13:00:03Z,https://www.youtube.com/watch?v=9t-GH--Mihk,12721864
WHAT MYKONOS IS REALLY LIKE! City Center Old Town Mykonos | Greece Travel Vlog,Dane and Stacey,2018-08-17T13:30:01Z,https://www.youtube.com/watch?v=gYrg8SULV1Q,164853
LUXOR TEMPLE &amp; VALLEY OF THE KINGS | Egypt Travel Vlog,Kara and Nate,2018-08-16T11:30:00Z,https://www.youtube.com/watch?v=l2t6ful9mmw,700165
"GREEK FERRIES - PRICES &amp; SEATS  | Athens to Mykonos, Hellenic Seaways | Greece Travel Vlog",Dane and Stacey,2018-08-11T12:30:00Z,https://www.youtube.com/watch?v=jB-oe9jRixA,99339
Mexico Service Trip🇲🇽 / Travel Vlog,Bonnie Hoellein,2018-08-10T12:00:01Z,https://www.youtube.com/watch?v=G5LP9sKH7E8,243608
"The Ultimate ETHIOPIAN FOOD TOUR - Street Food and Restaurants in Addis Ababa, Ethiopia!",Mark Wiens,2018-08-08T13:00:01Z,https://www.youtube.com/watch?v=35yussxyr2w,5409394
"2 Days in BATH, UK VLOG | Roman Baths, Thermae Bath Spa, Hiking, Cafes, Royal Crescent",Suitcase Monkey,2018-08-04T07:00:15Z,https://www.youtube.com/watch?v=zaOzyF392Ks,480472
HOW AMERICANS LIVE AND WHAT WE SHOULD LEARN FROM THEM,linguamarina,2018-07-30T15:52:35Z,https://www.youtube.com/watch?v=RzqC2CtsKE0,2001021
We Tried Egypt Street Food | Must Eat Local Dishes in Cairo,Flying The Nest,2018-07-23T04:46:25Z,https://www.youtube.com/watch?v=G8fF-Wt_sGQ,3594038
10 Top Tourist Attractions in Istanbul - Travel Video,touropia,2018-07-19T12:17:06Z,https://www.youtube.com/watch?v=KwmjJvM_rLs,1559454
"Visit San Diego - The DON&#39;Ts of Visiting San Diego, California",Wolters World,2018-07-18T12:00:04Z,https://www.youtube.com/watch?v=jqLusP11rbM,582925
IS ROMANIAN FOOD GOOD?! Bucharest Step By Step Food Tour Vlog 2018,Dane and Stacey,2018-07-12T12:30:01Z,https://www.youtube.com/watch?v=B0GEURtHWyI,163450
Nanital in july month,sumit kush,2018-07-11T12:19:22Z,https://www.youtube.com/watch?v=K28bu2L1r-A,5133
Nanital in july month,sumit kush,2018-07-11T12:19:22Z,https://www.youtube.com/watch?v=K28bu2L1r-A,5133
BUCHAREST OLD TOWN - FIRST IMPRESSIONS | City Center | Romania Travel Vlog,Dane and Stacey,2018-07-10T12:30:00Z,https://www.youtube.com/watch?v=5_waeBOXQBE,171117
MONACO THE RICHEST COUNTRY IN THE WORLD | Monte Carlo Travel Vlog,vagabrothers,2018-07-07T15:04:35Z,https://www.youtube.com/watch?v=mwzuhjKnl4s,382786
Thrill-seeking travel vloggers killed in waterfall accident,CBS Mornings,2018-07-07T11:56:01Z,https://www.youtube.com/watch?v=u_W5U5rcpw4,56050
BULGARIA TRAVEL VLOG,Elodie Jones,2018-07-06T18:46:53Z,https://www.youtube.com/watch?v=-g3xNAIQOGw,3935
Nova Scotia Travel VLOG | We’re the Russos Camper Van Life S1:E58,We're the Russos,2018-07-04T18:00:05Z,https://www.youtube.com/watch?v=V7qsZ1mNINc,87798
Traditional Korean Street Food Tour at Gwangjang Market in Seoul!,Best Ever Food Review Show,2018-07-04T12:50:27Z,https://www.youtube.com/watch?v=ljf8yxDQ1d0,8802851
"Backpacking In Meghalaya | NorthEast India Trip | Sohra, Living Roots Bridge | Tanya Khanijow",Tanya Khanijow,2018-07-03T15:11:46Z,https://www.youtube.com/watch?v=yvn79Rv0F48,2459122
POLISH VODKA CHALLENGE | Vodka Tour Warsaw EatPolska | Poland Travel Vlog,Dane and Stacey,2018-07-01T12:30:01Z,https://www.youtube.com/watch?v=RiIBIb3oOXE,82891
Costa Rica Nature in 4K | Drone Relaxation Travel Video,vagabrothers,2018-06-30T14:45:00Z,https://www.youtube.com/watch?v=DGbA_HRtcu0,149680
How to Shoot a Travel Video | Top 10 Tips,Full Time Filmmaker,2018-06-26T17:46:42Z,https://www.youtube.com/watch?v=V1O76JCsPg0,759973
"Amsterdam Rs. 30,000 - Red Light District, Cheap Flights, Hostels, Food,  Sim, Parties, Nightlife",Traveling Desi,2018-06-24T17:52:03Z,https://www.youtube.com/watch?v=9PvxRSRdh0Q,2504644
You must LEARN this amazing TRANSITION for TRAVEL Videos in Premiere Pro,Ankit Bhatia,2018-06-23T07:43:12Z,https://www.youtube.com/watch?v=27m1Pk3JbsU,160214
travel japan vlog oiran douchuu in Edo Wonderland of Nikkō-shi,penny zhang,2018-06-20T06:36:07Z,https://www.youtube.com/watch?v=yEar0TTOUrQ,102146
MALDIVES TRAVEL VLOG &amp; VILLA TOUR!,Kara and Nate,2018-06-19T16:54:21Z,https://www.youtube.com/watch?v=5_mkTKch9jk,1416046
"Crashed a Fortuner in Shigar, Jigar | Skardu Travelogue Part 1 | VLOG | Mooroo",Taimoor Salahuddin aka Mooroo,2018-06-18T13:00:02Z,https://www.youtube.com/watch?v=GoAZc8QhC4k,934672
"SHOPPING in Orlando, Florida: outlets, Walmart &amp; Amazon | Travel vlog",Renata Pereira,2018-06-17T15:29:50Z,https://www.youtube.com/watch?v=Hi4qIbImolM,102054
INSIDE NORTH KOREA (Surreal experience),Indigo Traveller,2018-06-14T20:43:18Z,https://www.youtube.com/watch?v=HbuZlTBpC7I,14932658
Badulla Train Journey | Nine Arches Bridge | Ella | Sri lanka | VLOG#4 (English Subtitles),Travel With Wife,2018-06-14T14:04:26Z,https://www.youtube.com/watch?v=56ih2xb8mcg,386504
MUST VISIT! Krakow Salt Mines - Wieliczka Salt Mine Tour | Poland Travel Vlog 2018,Dane and Stacey,2018-06-14T12:30:00Z,https://www.youtube.com/watch?v=EwItjBAwCbQ,249575
IS POLISH FOOD GOOD?! Krakow Food Tour - EatPolska Poland | Travel Vlog 2018,Dane and Stacey,2018-06-11T12:30:01Z,https://www.youtube.com/watch?v=gkD_6fb3jnQ,1025696
Acadia National Park Travel VLOG | We’re the Russos Camper Van Life S1:E54,We're the Russos,2018-06-06T18:00:04Z,https://www.youtube.com/watch?v=dnCZqEDqCfY,142381
India Travel Photography Documentary | Travel Vlog Series | Ep.3 - Varanasi,Wex Photo Video,2018-06-01T13:21:45Z,https://www.youtube.com/watch?v=dlRMXEujRRw,78550
$60 to stay in a Bamboo Villa - UBUD Travel Vlog,Lost LeBlanc,2018-05-30T14:58:26Z,https://www.youtube.com/watch?v=elT5EOIfouc,193477
POLAND IS AWESOME - KAZIMIERZ KRAKOW | Jewish Quarter Travel Vlog 2018,Dane and Stacey,2018-05-28T12:30:00Z,https://www.youtube.com/watch?v=lUC-SVEn1ZM,207946
"WE NEVER WANT TO LEAVE | Ubud, Bali Travel Vlog",Kara and Nate,2018-05-26T14:29:20Z,https://www.youtube.com/watch?v=UCCqLmaF6n0,506560
India Travel Photography Documentary | Travel Vlog Series | Ep.2 - Agra (Taj Mahal),Wex Photo Video,2018-05-25T14:35:52Z,https://www.youtube.com/watch?v=Us_TRTlqL4g,65109
TRAVEL VIDEO GAME CHANGER - Zhiyun Smooth 4 Gimbal,Sean Kitching,2018-05-23T19:49:51Z,https://www.youtube.com/watch?v=XKomCYN-byM,99430
Stay Inside Forest in Bandipur National Park Guest House Malayalam Travel Vlog,Tech Travel Eat by Sujith Bhakthan,2018-05-23T09:08:12Z,https://www.youtube.com/watch?v=QB5tbGNDUsw,928498
India Travel Photography Documentary | Travel Vlog Series | Ep.1 - Delhi,Wex Photo Video,2018-05-18T11:30:01Z,https://www.youtube.com/watch?v=_7HJNyNejPw,120295
"TOP THINGS TO DO IN BERLIN - MUST SEE ATTRACTIONS | Germany Travel Vlog 152, 2018",Dane and Stacey,2018-05-08T13:49:42Z,https://www.youtube.com/watch?v=babaYreu8vk,116661
"Travelling with Mi Part 2 (Passu, Khuramabad &amp; Batura Glacier) | Mooroo | VLOG",Taimoor Salahuddin aka Mooroo,2018-05-06T13:00:02Z,https://www.youtube.com/watch?v=JFtSS1pDq_8,588377
"WE&#39;RE IN GERMANY - BERLIN FIRST IMPRESSIONS! | Germany Travel Vlog 151, 2018",Dane and Stacey,2018-05-06T13:00:04Z,https://www.youtube.com/watch?v=PPvai6N9YOE,211967
Travelling with Mi Part 1 (Karachi to Passu) | Mooroo | VLOG,Taimoor Salahuddin aka Mooroo,2018-05-04T13:30:00Z,https://www.youtube.com/watch?v=B1ls5TApfdo,1351387
MYANMAR STREET FOOD TOUR in Yangon | Delicious Shan Noodles,Kara and Nate,2018-04-28T12:00:05Z,https://www.youtube.com/watch?v=z1D1P9-_oNA,623677
Behind the Scenes Photoshoot + Travel Vlog!,Anna McNulty,2018-04-28T11:13:54Z,https://www.youtube.com/watch?v=EtJ1_eumzgE,316471
Hrtc Bus (Word&#39;s Toughest Road),Smokey Rider,2018-04-23T12:32:17Z,https://www.youtube.com/watch?v=94zYJEnxM9M,24921
8 Reasons Why You Should Visit KYRGYZSTAN,Drew Binsky,2018-04-19T22:46:38Z,https://www.youtube.com/watch?v=jqXaHVxjNQo,322101
Travel Packing Tips by Urmila l Marathi 2019,Urmila Nimbalkar,2018-04-16T05:43:21Z,https://www.youtube.com/watch?v=LeYH4rRxRCg,267717
Traditional Japanese RYOKAN TOUR,Miss Mina,2018-04-12T19:00:02Z,https://www.youtube.com/watch?v=aA3k-UN8-Uk,4707012
GIRLFRIEND&#39;S BIRTHDAY TRIP - TAIWAN,JianHao Tan,2018-04-08T13:00:21Z,https://www.youtube.com/watch?v=dB5GwVeQIIE,4674142
Miami | Cinematic Travel Video | Only Us,Chris & Jenelle,2018-04-08T07:23:40Z,https://www.youtube.com/watch?v=tSnIvJrlhjo,26160
JAIPUR&#39;S MONKEY TEMPLE &amp; AMER FORT | India Travel Vlog,Kara and Nate,2018-04-04T11:30:01Z,https://www.youtube.com/watch?v=q8G8UIgcEMw,254739
NASHVILLE TRIP VLOG | Darci Lynne,Darci Lynne,2018-04-02T19:30:13Z,https://www.youtube.com/watch?v=-BCpUl0SnHc,276543
Trichy | Tiruchirapalli | TamilNadu Travel Guide | Travel Video | Tourist Places | Tour Information,MM Travel Guide English,2018-04-01T14:00:02Z,https://www.youtube.com/watch?v=Uv3IhTjRWdE,196017
TAJ MAHAL TRAVEL VLOG (feat. The Budgeteers!),Kara and Nate,2018-03-31T16:43:15Z,https://www.youtube.com/watch?v=5DjG8zHgfz0,413796
NAMERI NATIONAL PARK - Assam Travel Vlog | North East India Vlog #1 | Kritika Goel,Kritika Goel,2018-03-26T12:30:05Z,https://www.youtube.com/watch?v=ytuYUjR24_s,146052
EXPLORING HANOI - Vietnam Travel Vlog,Kritika Goel,2018-03-13T12:57:32Z,https://www.youtube.com/watch?v=QBUDJ5qRZ14,314717
5 DAYS IN TOKYO ♦ Japan Travel Vlog ft. Heyitsfeiii,Miss Mina,2018-03-12T16:04:53Z,https://www.youtube.com/watch?v=bDFhsQQGoDs,541730
"DISCOVERING SEMINYAK, BALI - THINGS TO DO, HOTELS &amp; RESTAURANTS | Travel Vlog 129, 2018",Dane and Stacey,2018-03-12T12:00:02Z,https://www.youtube.com/watch?v=JHWPaTYp3HQ,201411
BB Ki Vines (Vlog #5)- | BB in Canada |,BB Ki Vines,2018-03-11T12:14:45Z,https://www.youtube.com/watch?v=FRbG0XrTNPY,18600879
The Ultimate MEXICAN STREET FOOD TACOS Tour of Mexico City! (ft. La Ruta de la Garnacha),Mark Wiens,2018-03-04T13:00:02Z,https://www.youtube.com/watch?v=OO9kSxcT9Rg,19820126
My Trip To Universal Studios Orlando - VLOG,Kickbuttman3,2018-03-03T20:23:53Z,https://www.youtube.com/watch?v=pM4flaJoUiA,188
What to do in Winter in Austria | Vienna Travel Vlog,Flying The Nest,2018-02-25T19:20:01Z,https://www.youtube.com/watch?v=bhDp9ZoLn_U,196131
Shopping and Packing Vlog for an International Trip,Annie Rose,2018-02-23T21:40:02Z,https://www.youtube.com/watch?v=pAC_BHLaNDk,594326
"ANOTHER HOLIDAY! (Krabi, Thailand)",JianHao Tan,2018-02-11T12:54:59Z,https://www.youtube.com/watch?v=sspEnaXh2yQ,1616940
ELEPHANT SANCTUARY 2018 🐘 CHIANG MAI ELEPHANT JUNGLE SANCTUARY CAMP | Travel Vlog 119,Dane and Stacey,2018-02-08T07:30:01Z,https://www.youtube.com/watch?v=ZHxjkRM1HbQ,225641
INDIA IN 360 Virtual Reality | Royal Rajasthan Travel Video,vagabrothers,2018-02-03T17:00:02Z,https://www.youtube.com/watch?v=QCCDqtepOLY,172747
FIRST EVER INDOOR SNOWBOARDING + TRAVEL VLOG,SnowboardProCamp,2018-01-27T20:43:50Z,https://www.youtube.com/watch?v=PO9eswJVvmI,146104
Jodhpur  | The Blue City of India (Rajasthan Travel Vlog),vagabrothers,2018-01-27T15:22:31Z,https://www.youtube.com/watch?v=Xm2vxFhWGSU,660519
Inside an INDIAN SPICE MARKET | Udaipur Rajasthan India Travel Vlog,vagabrothers,2018-01-25T17:00:12Z,https://www.youtube.com/watch?v=mtuPnQ7Q3y8,144996
"Visit Berlin - The Don&#39;ts of Visiting Berlin, Germany",Wolters World,2018-01-21T13:37:40Z,https://www.youtube.com/watch?v=4TwGid87U8g,1044846
How To Make a TRAVEL VIDEO - 10 Tips you need to know,Lost LeBlanc,2018-01-20T23:02:46Z,https://www.youtube.com/watch?v=MGhjvist4gk,4078003
"The Ultimate HAWAII FOOD TOUR in Honolulu - Loco Moco, Poke, Hawaiian Food and Shave Ice!",Mark Wiens,2018-01-17T13:00:05Z,https://www.youtube.com/watch?v=LjVuOhTS0BM,4355042
"HOW I STARTED MY YEAR (Danang, Vietnam)",JianHao Tan,2018-01-14T12:56:57Z,https://www.youtube.com/watch?v=r2QPV1RcL74,4428656
KERALA TRAVEL VLOG | Exploring Kochi and Alleppey,Kritika Goel,2018-01-12T13:50:40Z,https://www.youtube.com/watch?v=f5yksSVATM8,583240
GOA TRAVEL VLOG | 3 Days in South Goa,Kritika Goel,2018-01-06T14:24:35Z,https://www.youtube.com/watch?v=EdcZ25BK5vA,1621653
RUHE,sani shetye,2018-01-03T21:57:27Z,https://www.youtube.com/watch?v=jyA7R7_mPZc,286
"INDIAN STREET FOOD Tour DEEP in PUNJAB, INDIA | BEST STREET FOOD in INDIA and BEST CURRY HEAVEN!",The Food Ranger,2018-01-03T15:00:02Z,https://www.youtube.com/watch?v=GStMSkhmYEs,12617705
TOKYO CAPSULE HOTEL TOUR,Miss Mina,2017-12-26T20:00:03Z,https://www.youtube.com/watch?v=gNhBiw9pgUo,59475309
How I lost my DJI Mavic Pro Drone in Israel | Travel Vlog,Tom's Tech Time,2017-12-17T21:00:01Z,https://www.youtube.com/watch?v=bFziFBGxpwA,149824
"STAYING LONGER! VISA EXTENSION IN BORACAY | Philippines Travel Vlog 101, 2017 | Digital Nomad",Dane and Stacey,2017-12-14T06:30:01Z,https://www.youtube.com/watch?v=ewsFFCeTwSs,83511
ALL TIME GREATEST AIRPLANE SEAT - Emirates First Class Suite,CaseyNeistat,2017-12-11T23:45:03Z,https://www.youtube.com/watch?v=a7NJ6Gek9v4,55321278
VARANASI STREET FOOD | Benaras Travel Vlog #3,Kritika Goel,2017-12-09T11:19:21Z,https://www.youtube.com/watch?v=d1Y5QKcJyJM,310137
Paris Part 2 by Alex Gonzaga,Alex Gonzaga Official,2017-12-07T11:43:50Z,https://www.youtube.com/watch?v=649cpxrPDY4,2527783
Instagram Stories (Travel video),Eduard Mykhailov,2017-11-23T14:22:41Z,https://www.youtube.com/watch?v=7VgMb63AXfI,32608
Vegetarian Airplane Food on Thai Airways ► from Bangkok to Bali,Miss Mina,2017-11-21T20:00:00Z,https://www.youtube.com/watch?v=2_V3mkSbqbg,952715
Hey Nadine - Travel Vlogger- Welcome to my Channel!!,Hey Nadine,2017-11-20T20:00:03Z,https://www.youtube.com/watch?v=sWKBvW4_10Q,135705
How I Trained My Cats,JunsKitchen,2017-11-14T12:06:56Z,https://www.youtube.com/watch?v=5530I_pYjbo,79322074
"Tuscany Week Long Road Trip Vlog | Florence, Siena, Pisa, Wine Tasting, Things to Do",Suitcase Monkey,2017-11-12T08:00:00Z,https://www.youtube.com/watch?v=abY33tp2SYs,443539
AMAZING Street Food  in CHINA | RARELY SEEN Street Food ADVENTURE TRAVEL VLOG 2017,The Food Ranger,2017-11-11T17:00:03Z,https://www.youtube.com/watch?v=PV8maMvPqhw,1892496
"Biyahe ni Drew: Welcome to Seoul, South Korea! (Full episode)",GMA Public Affairs,2017-11-11T10:30:46Z,https://www.youtube.com/watch?v=vORqetwgsPM,4629734
G.C.F in Tokyo (정국&amp;지민),BANGTANTV,2017-11-08T13:00:13Z,https://www.youtube.com/watch?v=XrTNLkqGrlc,35385331
TRAVEL VLOG: CAMBODIA! (WHERE HAVE I BEEN?),Claudia Sulewski,2017-11-06T17:40:29Z,https://www.youtube.com/watch?v=syeMWXSsSlA,200224
"ST PETERSBURG, Russia White Nights: the BEST TIME to travel! (Vlog 1)",Renata Pereira,2017-11-02T13:59:38Z,https://www.youtube.com/watch?v=YjdkO9rJChw,236621
BOBA ♦ Bubble Milk Tea in Taiwan (TRAVEL VLOG),Miss Mina,2017-10-31T19:00:01Z,https://www.youtube.com/watch?v=Gya_LIViABE,371956
Minimalist Travel Camera Essentials | Ultimate Travel Vlog Gear Review,vagabrothers,2017-10-29T16:34:35Z,https://www.youtube.com/watch?v=It2L29cCY-U,346551
"ARRIVING IN MALAYSIA - FIRST NASI LEMAK! | Kuala Lumpur Airport Train | Travel Vlog 081, 2017",Dane and Stacey,2017-10-28T04:05:31Z,https://www.youtube.com/watch?v=0Q6ey_FMW_k,197311
10 Best Places to Visit in Switzerland - Travel Video,touropia,2017-10-23T14:14:06Z,https://www.youtube.com/watch?v=oZRBUBbfIJ8,6360550
LAKE TAHOE 🌲 WHAT TO DO &amp; WHERE TO EAT (TRAVEL VLOG 72),Keep Your Daydream,2017-10-22T14:56:31Z,https://www.youtube.com/watch?v=V_2kQNAUQ-E,178433
LAKE TAHOE | EMERALD BAY &amp; CHIMNEY BEACH (TRAVEL VLOG 71),Keep Your Daydream,2017-10-15T15:00:36Z,https://www.youtube.com/watch?v=savroJ4ETIM,122407
"The Ultimate DUBAI FOOD TOUR - Street Food and Emirati Cuisine in Dubai, UAE!",Mark Wiens,2017-10-15T13:00:03Z,https://www.youtube.com/watch?v=rOAbYFdNQEo,22047786
Biyahe ni Drew: Around the World in Cebu (Full episode),GMA Public Affairs,2017-10-14T09:42:39Z,https://www.youtube.com/watch?v=k0WdzCwybo0,919384
BALI TRAVEL VLOG ♦ Off The Beaten Path,Miss Mina,2017-10-10T19:00:02Z,https://www.youtube.com/watch?v=QiBOob5OL38,192810
"Kapuso Mo, Jessica Soho: Palengke Food Trip",GMA Public Affairs,2017-10-09T09:44:09Z,https://www.youtube.com/watch?v=aRIAfxr3HoU,13440893
TRANS-SIBERIAN RAILWAY JOURNEY BEGINS! First Class Wagon Tour,Kara and Nate,2017-10-07T11:25:50Z,https://www.youtube.com/watch?v=wsWYVhIFFCw,4739679
New York | Cinematic Travel Video | I Like Me Better With You,Chris & Jenelle,2017-09-30T05:34:03Z,https://www.youtube.com/watch?v=zR1kMWm2B00,19204
GERMAN TRAVEL INSANITY,CaseyNeistat,2017-09-26T16:47:57Z,https://www.youtube.com/watch?v=D6mgVOF2Ov8,5986155
Moscow Market &amp; FIRST TASTE OF RUSSIAN FOOD!,Kara and Nate,2017-09-24T16:38:09Z,https://www.youtube.com/watch?v=10jo3yP-quQ,413053
What to do on a plane when your bored,Maks Szpaderski,2017-09-19T19:54:27Z,https://www.youtube.com/watch?v=0ZP4_hacTkY,1370638
Tamron 24-70mm F2.8 G2 Review (+Photography Travel Vlog),Taylor Jackson,2017-09-12T20:44:45Z,https://www.youtube.com/watch?v=ej4WIEb15lc,120155
WE SWAM BETWEEN CONTINENTAL PLATES! (Snorkeling Silfra: Iceland travel vlog),Kara and Nate,2017-09-12T15:30:01Z,https://www.youtube.com/watch?v=94kEKBLBjPw,759370
Moto G5s Plus Real Camera Review Shot In Australia - Vlog Style,Geekyranjit,2017-09-09T13:45:55Z,https://www.youtube.com/watch?v=SCIUFIY1XY4,263025
Biyahe ni Drew: Experience paradise in Siargao Island (Full episode),GMA Public Affairs,2017-09-09T08:04:15Z,https://www.youtube.com/watch?v=ULNSFBK5c7I,3401260
"HUNTSVILLE, ALABAMA Travel Vlog",Renata Pereira,2017-09-07T22:03:11Z,https://www.youtube.com/watch?v=Gc37ZXA-gCc,72760
OUR BAD LUCK IN THAILAND,JianHao Tan,2017-09-06T12:38:49Z,https://www.youtube.com/watch?v=cAw580QGp7o,1649991
HUANCAYA: las 10 cosas que tienes que saber antes de viajar - VLOG #6,Coco Maggio,2017-09-04T02:12:25Z,https://www.youtube.com/watch?v=OwM5dPuCcV4,477772
Amazigh VLOG 4 - أغرب رحلة في حياتي | The strangest trip in my life,Ilyasse Azrour,2017-08-30T20:52:57Z,https://www.youtube.com/watch?v=fUyrrYxxBoA,4825
The Ultimate JERUSALEM FOOD TOUR + Attractions - Palestinian Food and Israeli Food in Old Jerusalem!,Mark Wiens,2017-08-30T13:00:05Z,https://www.youtube.com/watch?v=FLmNLrog6dQ,14916549
Vietnam - Land of ancient secrets | Cinematic Travel,Benn TK,2017-08-22T09:51:15Z,https://www.youtube.com/watch?v=DIgv-e18OzA,2846995
"3 Days in Marrakech, Morocco - Vlog, Guide, Things to Do, Marrakesh",Suitcase Monkey,2017-08-19T07:00:01Z,https://www.youtube.com/watch?v=ECGPvC0q6Pg,839851
"CLIMBING A GIANT ROCK IN GUATAPÉ, COLOMBIA (EL PEÑOL TRAVEL VLOG) | Eileen Aldis",Eileen Aldis,2017-08-15T13:35:56Z,https://www.youtube.com/watch?v=8L_1_Jj2xYg,165959
RVING PORTLAND OREGON // MULTNOMAH FALLS (EP 62³ RV LIVING TRAVEL VLOG),Keep Your Daydream,2017-08-13T15:20:25Z,https://www.youtube.com/watch?v=keQmfL_RM1U,115896
✈️FLYING with 5 KIDS😬,J House Vlogs,2017-08-08T21:01:41Z,https://www.youtube.com/watch?v=WCJru0qnCDs,15947562
"HOW EXPENSIVE IS SOFIA, BULGARIA? A DAY OF BUDGET TRAVEL 🇧🇬",Jason Billam Travel,2017-08-08T09:42:49Z,https://www.youtube.com/watch?v=WEtc-WM0EN4,149606
How did we get this FREE Truck??!?!! (Travel Vlog) | Jiggin&#39; With Jordan,Jiggin' With Jordan,2017-08-06T20:38:43Z,https://www.youtube.com/watch?v=Xgk7KxL6DwQ,181375
How To: Make Your First EVER Travel Video (3 Tips),Thomas Alex Norman,2017-08-05T14:31:54Z,https://www.youtube.com/watch?v=X-cJCTTf8_0,866809
"Maruti Celerio Zxi Review After 40,000 Km - Malayalam Travel Vlog by Sujith Bhakthan",Tech Travel Eat by Sujith Bhakthan,2017-08-02T15:26:08Z,https://www.youtube.com/watch?v=HL60CCu_R44,141232
RV NORTHERN CALIFORNIA // REDWOOD TITANS // AIRSTREAM TOUR (TRAVEL VLOG 59³),Keep Your Daydream,2017-07-21T22:14:26Z,https://www.youtube.com/watch?v=U8GxMsf5cNA,115838
Amazigh VLOG 3 - جولة بعاصمة الرمال الذهبية مرزوكة | Merzouga Sahara Desert Tour,Ilyasse Azrour,2017-07-19T17:39:30Z,https://www.youtube.com/watch?v=7Gj5EUgWRMI,1934
Girls Gone Wild in the Philippines | Palawan Travel Guide | How To Stay Fit While Traveling,Luxe Life with CK,2017-07-11T12:58:30Z,https://www.youtube.com/watch?v=p_BKk0PaOTE,15654
How to Travel Southeast Asia on $500 / Month,Alexander Travelbum II,2017-07-07T19:03:49Z,https://www.youtube.com/watch?v=CyGb1CQ5vj8,452669
Burnie Vlog: RTX Austin Food Tour | Rooster Teeth,Rooster Teeth,2017-07-06T17:00:08Z,https://www.youtube.com/watch?v=o_mfTifRkg8,470168
How to Book Hotels Online for Discounted Rates? Malayalam Travel Vlog by Tech Travel Eat,Tech Travel Eat by Sujith Bhakthan,2017-06-29T12:57:28Z,https://www.youtube.com/watch?v=3VY-GmuluJM,296287
Summer 2017 GREECE Part 1 | Travel VLOG,Love Sweat Fitness,2017-06-26T22:42:25Z,https://www.youtube.com/watch?v=zeWShkauzL0,276513
TENERIFE TRAVEL VLOG | SIAM PARK &amp; SUNBATHING! ♡ AD | Brogan Tate,Brogan Tate,2017-06-12T17:00:04Z,https://www.youtube.com/watch?v=kevPI1AEsIQ,218940
FREE DAY IN LA // PALM SPRINGS &amp; LOS ANGELES TRAVEL VLOG (SN 3 EP 53),Keep Your Daydream,2017-06-10T20:27:56Z,https://www.youtube.com/watch?v=xR81LKXSlEM,105677
My Medical Mission Trip To El Salvador,Doctor Mike,2017-06-04T13:00:02Z,https://www.youtube.com/watch?v=RvAN3OE2P-o,479578
